,sim_91,sim_92,sim_93,sim_94,sim_95,sim_96,sim_97,sim_98,sim_99,sim_100
0,-1.4556986083310846,-1.5170637019073123,-1.4741835629434725,-1.315625296957073,-1.3160315920654184,-1.5102515455577945,-1.3224188752244133,-1.3209175567809943,-1.5186300756658615,-1.4496361923941272
1,-1.4493212418786663,-1.4881230400168395,-1.4626411395539016,-1.282108450336749,-1.292867709566969,-1.4816681445929634,-1.284320784342941,-1.2758358382031536,-1.4868553939803986,-1.4332955923506678
2,-1.4027849297724366,-1.4323200556603384,-1.3977023778652156,-1.2418795174803188,-1.242237055041449,-1.4346668727923753,-1.251319995111984,-1.2273762099916194,-1.449677344258742,-1.3936824354344117
3,-1.2959173283521048,-1.3189943853195174,-1.2896651240986685,-1.1354894604896095,-1.1412128194197675,-1.3299640166076134,-1.1359068352012591,-1.1314346085938083,-1.328493997287179,-1.2816169107864201
4,-1.228928147152299,-1.2538993813919634,-1.2375703820988007,-1.0849468614566902,-1.084013304508424,-1.2539092888719323,-1.0666189951467204,-1.0803726717115254,-1.2666556860846931,-1.2321041592895503
5,-1.1833443195128088,-1.2001338670374588,-1.1772873471914385,-1.0329276212894434,-1.0377428369306472,-1.193887199665481,-1.0145354504027981,-1.0240025846582297,-1.2184783296870243,-1.1841941688887514
6,-1.1120161025227255,-1.1312117769912513,-1.1297352220810337,-0.9502766933312409,-0.9638783041053708,-1.1153566110937463,-0.9520817087184704,-0.9525760168255268,-1.1274546362826916,-1.1063650212778067
7,-1.033982506676542,-1.05826839688304,-1.0456463234036613,-0.9040143882591473,-0.907542258935122,-1.0541429950316674,-0.9049244292600194,-0.8852985093916561,-1.0479847136933893,-1.0303583302740498
8,-0.9722094035314547,-0.9865049245396867,-0.9542470739656168,-0.8203422546467937,-0.8268947833772855,-0.9797490083973724,-0.8401044202383668,-0.8182951118251158,-0.9839673337741097,-0.9551361379654949
9,-0.8885367979536974,-0.8961426082199574,-0.8922599159929964,-0.7656472887104522,-0.7670633184128391,-0.914913005036634,-0.7619735711274597,-0.765566544316964,-0.902471465611132,-0.8919184721945064
10,-0.8401787056344436,-0.8591407447658704,-0.8331508466392624,-0.729302389714398,-0.7230729389906961,-0.8726574516246594,-0.7123501806701129,-0.7107782203469728,-0.8852714890865563,-0.8315711312132016
11,-0.8070196720120372,-0.8400351193954427,-0.8068222291998915,-0.678414262225039,-0.6706069455329924,-0.8316326602697344,-0.6798891124770131,-0.6802267657544344,-0.8350605090770726,-0.8000180957904992
12,-0.8262843880181273,-0.8912849163740063,-0.8303373647322767,-0.6852442741199622,-0.6694330477040953,-0.864831402380517,-0.7032007100418651,-0.7089596294209453,-0.8714726843873666,-0.8128910170739607
13,-0.7852944990216998,-0.8241114811655947,-0.7692106789608978,-0.6604842592790457,-0.6543139482034799,-0.8227089654357629,-0.6559961152272471,-0.6613825840011537,-0.8076046512012647,-0.7608313122874361
14,-0.7655191035845507,-0.8284668460030058,-0.7745116601633599,-0.63658624449536,-0.6363772036280064,-0.8201866150832817,-0.6449253505937054,-0.6472461778033588,-0.8367310723786998,-0.7579054819465993
15,-0.7567158577368057,-0.8506648749430491,-0.7557312719427671,-0.6493668866026217,-0.629031465216707,-0.8536976612173705,-0.6359878570144515,-0.6209207409194756,-0.8345671967364503,-0.7360450714179706
16,-0.7595572854558957,-0.8646537444241787,-0.7490674716228967,-0.6495816530020296,-0.6402941616546209,-0.8614503803607387,-0.6368961581311253,-0.6382492836043051,-0.849961367649932,-0.7492578750179572
17,-0.7193886535373326,-0.8305492495945102,-0.7089982297006994,-0.602677931335659,-0.5836268284390895,-0.8252145243304703,-0.587487574057739,-0.5907748447753574,-0.822412328940606,-0.7078273098625685
18,-0.7463955501267282,-0.8880464861847696,-0.7323403461682397,-0.6293956597970821,-0.6271749850822755,-0.8869617230552739,-0.6481267855578541,-0.6327095879151757,-0.8847466319284315,-0.7208485333825263
19,-0.717506155221216,-0.884197070190965,-0.7060183200401455,-0.6151356394529396,-0.5900062920587621,-0.9007528747860161,-0.6327990314737216,-0.624304776186575,-0.9054777293965421,-0.7117861611881637
20,-0.7361577030049371,-0.927496267619172,-0.7242463926321857,-0.6340937294682881,-0.6343766530345375,-0.9287009209559208,-0.6549101997059618,-0.6456516028155606,-0.930193261814912,-0.7245580026867557
21,-0.7044172631419361,-0.9288881292839178,-0.7111955909057854,-0.635394520615611,-0.6126313673173539,-0.9504946811430526,-0.631774365963332,-0.6313203307433485,-0.9479849873475359,-0.7156198795187925
22,-0.7088927732051818,-0.9670440646478304,-0.7280308450699816,-0.6338390245016118,-0.6310949928028836,-0.9977413109306219,-0.6426345891489117,-0.6339981866440872,-0.9621888997852976,-0.7081208103821354
23,-0.7205951312982125,-0.9580177462241508,-0.7134198436131017,-0.6466960893806913,-0.6265909852403517,-0.9667278965222434,-0.6432665903590108,-0.6156050752543824,-0.9727972282739139,-0.7108691709387639
24,-0.7132652717908131,-0.9848758849353612,-0.701978437423817,-0.6385018581390957,-0.6345848394387267,-0.9829484706984492,-0.627874861691101,-0.6392561021439239,-0.9821199740651838,-0.6953867294538081
25,-0.673793677354693,-0.9448655632372875,-0.6809190822967691,-0.5756101068443457,-0.5815510822929062,-0.9472758322997118,-0.5960870494103822,-0.5849640190360527,-0.9629850932623489,-0.6678058521983672
26,-0.6502128824711991,-0.9259031948778832,-0.6395169528862422,-0.5748318967002406,-0.5577453333093844,-0.9393434239710828,-0.5606414555984106,-0.5676791343128083,-0.9355818629825782,-0.628514935337561
27,-0.6092144279134296,-0.9226772426143468,-0.6125000268789106,-0.518919464866713,-0.5435428599616755,-0.9210253252490751,-0.5451157446099049,-0.5419482028934134,-0.915989691087282,-0.6013383085884302
28,-0.6191372409384049,-0.9078486275842186,-0.6092184737103392,-0.5294546633828253,-0.5344409460718276,-0.9265446777064926,-0.5331464921623271,-0.5472742180692464,-0.913693257471167,-0.5967696939314184
29,-0.570417036456917,-0.8635572304393437,-0.5689625595080127,-0.5116022077119984,-0.4958472976433425,-0.875755944326675,-0.503637483220387,-0.4932852314821997,-0.8789718399696961,-0.5520361103883631
30,-0.5700860846079248,-0.8764579656080845,-0.545411223571346,-0.5094033101145133,-0.4753466692052307,-0.8769685344676215,-0.4735086472454518,-0.4873160376941846,-0.8759006386392615,-0.5577147828988318
31,-0.5258912916386278,-0.8237730038204477,-0.5230680692531563,-0.45252673490878353,-0.4596476921424871,-0.8477535002377014,-0.4550680093614326,-0.437536681801898,-0.835381685483391,-0.5065581780824855
32,-0.4835439646547624,-0.7711306344066687,-0.47883826362821735,-0.4118969781491321,-0.40085483689875784,-0.7915263063514558,-0.41659552640463365,-0.3956912581741703,-0.7662916614752455,-0.47040224543676534
33,-0.4684315954534355,-0.7245433220224677,-0.45164499960097915,-0.3739681681167382,-0.35700495617221056,-0.7364414100165119,-0.371955205848035,-0.36014544010498356,-0.7445325255160576,-0.4449796034079594
34,-0.3991807195162787,-0.6670325896843019,-0.39425126938597493,-0.3157016647639363,-0.31036132363632,-0.6837486373927153,-0.32315693920935956,-0.314458473246152,-0.6914155203291035,-0.39021163781314033
35,-0.3963952846752663,-0.6735130121045267,-0.39847399200527195,-0.3165489283462492,-0.3243579961347014,-0.6854463284396272,-0.3259084061266111,-0.3096718172451893,-0.6789626958680232,-0.3771761246521604
36,-0.37929282474022885,-0.6176084113632967,-0.38152412131085656,-0.27315701918735596,-0.28028069195274624,-0.6261997444250204,-0.280108316750331,-0.26501921267350476,-0.6313022550378755,-0.36171925505914854
37,-0.32651421247939116,-0.5639641082516472,-0.319977056083988,-0.21697447086046304,-0.209910667236466,-0.5644095283634469,-0.22528098756882084,-0.2333470101002266,-0.5730076354835121,-0.2933869706580437
38,-0.29032770224100535,-0.5160647312601676,-0.27596339439884054,-0.19888578884417998,-0.18084657053725287,-0.5185672563361913,-0.18440080580653104,-0.20136792035181664,-0.5162686621050261,-0.27254299610387556
39,-0.27537788068373303,-0.4870338736100012,-0.27495701998709476,-0.16667220053037504,-0.17073009402093461,-0.4772977128825821,-0.17912721662029257,-0.17027928010982457,-0.49655137036568087,-0.26569425763894033
40,-0.22238363302118863,-0.44861542934201565,-0.2245414812561075,-0.11396737891493798,-0.10705958381644791,-0.45482530053548176,-0.12745062746081204,-0.11700911459119125,-0.4643943273649029,-0.21780854268827837
41,-0.1703570163909351,-0.3728931996542729,-0.1686746977141844,-0.05790895310315636,-0.06419523082429762,-0.38329671647400015,-0.07212558808326766,-0.055072281703275015,-0.38782938160692987,-0.15409760662838837
42,-0.16719442931785627,-0.3449490838730011,-0.1613603127995268,-0.03917846674826764,-0.0557015254667976,-0.3657578152611523,-0.0649897166325577,-0.04631834862515743,-0.36198532672741,-0.1400840022318252
43,-0.13177828034059785,-0.3180281058472714,-0.12173083983698832,-0.022981001538722224,-0.010101860724806124,-0.3261172921165113,-0.018793398762353856,-0.016764761877438826,-0.316997422095838,-0.11296296737079621
44,-0.07720090619010182,-0.2614104285881375,-0.07156123737875125,0.03349066158053616,0.030900004912987823,-0.2671550509613035,0.028021555448716096,0.03838480084554986,-0.2759301062336825,-0.05013929921290718
45,-0.03825122479926221,-0.21346770071412735,-0.033761297746513375,0.06872677206778421,0.08476695256551894,-0.2055823522475383,0.06854358602264568,0.08371827173989344,-0.2225207445314268,-0.014211350398104797
46,-0.0028659810789339224,-0.18266310483996384,0.0011361627339711348,0.11874191090286902,0.10826166589599867,-0.16977014071783628,0.11467659442063155,0.12693955818654815,-0.1792110612154064,0.03479129421489053
47,0.055287653861791,-0.11199626581316856,0.07010541812421871,0.1712385084399312,0.18269980478643152,-0.13358534440384767,0.1706271323190623,0.17751437277666554,-0.12414503822541666,0.07046922407966483
48,0.10141190479305982,-0.07669127765038326,0.08969260492739974,0.21041986748649114,0.20962554091319505,-0.08254986219534935,0.20072153708767268,0.21752455341737292,-0.07825057157811889,0.12404363663125119
49,0.1162615808705259,-0.04411954762922635,0.12129613066331989,0.24675507854038428,0.22238215136480974,-0.04369837648469554,0.23633968501828595,0.26013405852235866,-0.0446481423321294,0.13622624772680592
50,0.16392079090827927,-0.01784237608428279,0.17885237802466192,0.2973230963327093,0.2708600871759608,-0.002063341103399966,0.27143274157719577,0.28724759905568353,-0.015238329345358048,0.2000433014702288
51,0.18401141656454018,-0.0036125460616432004,0.1887522084783215,0.28588070051003434,0.28214879030869255,0.005446556487595621,0.29751093469985174,0.29936132799070186,-0.007773990325738738,0.20530597490322866
52,0.20912811530112688,0.042277984280851555,0.2218371853620724,0.3281687892208253,0.3162921858921062,0.03474415023139002,0.3004665641082391,0.3274944462991164,0.020252211800510546,0.24484647224970058
53,0.2124749625440162,0.046743157797446463,0.23906166274779095,0.31043303918393794,0.32310697863943594,0.04315944000022207,0.3061496525143402,0.3320500530938747,0.0383665453668436,0.25200572360827117
54,0.2628219047398121,0.08121382037570084,0.26366473957672776,0.3609910609315637,0.35397112119306917,0.09280691576881173,0.35488602004612063,0.36063142742792925,0.08183824382421587,0.28942760255253497
55,0.2727467691547085,0.09495152643093312,0.28277887905323346,0.36211694859422233,0.3700122095772009,0.10605970333622906,0.37469008604343373,0.3827425594435624,0.09554647170240431,0.31758014657965666
56,0.2246218544317415,0.003374823732826956,0.21971085739252827,0.2968907230211114,0.2980802710936248,-0.005381677143668266,0.3074860265953261,0.3122328219050331,-0.0053498561528523714,0.2531019633812115
57,0.266237595741361,0.06674593994586267,0.2784189116245544,0.33641687683777216,0.33279559075296616,0.0645020561575348,0.32995049721410946,0.3621439675298337,0.06877661084884566,0.3000912342484622
58,0.2726228050448979,0.0837251303856079,0.2852364477783024,0.3558357003231861,0.3578538184884627,0.08249128442758016,0.33963638452757705,0.37513272884249727,0.05587415872071715,0.3166782888251026
