pct_1	pct_2	pct_3	pct_4	pct_5	pct_6	pct_7	pct_8	pct_9	pct_10	pct_11	pct_12	pct_13	pct_14	pct_15	pct_16	pct_17	pct_18	pct_19	pct_20	pct_21	pct_22	pct_23	pct_24	pct_25	pct_26	pct_27	pct_28	pct_29	pct_30	pct_31	pct_32	pct_33	pct_34	pct_35	pct_36	pct_37	pct_38	pct_39	pct_40	pct_41	pct_42	pct_43	pct_44	pct_45	pct_46	pct_47	pct_48	pct_49	pct_50	pct_51	pct_52	pct_53	pct_54	pct_55	pct_56	pct_57	pct_58	pct_59	pct_60	pct_61	pct_62	pct_63	pct_64	pct_65	pct_66	pct_67	pct_68	pct_69	pct_70	pct_71	pct_72	pct_73	pct_74	pct_75	pct_76	pct_77	pct_78	pct_79	pct_80	pct_81	pct_82	pct_83	pct_84	pct_85	pct_86	pct_87	pct_88	pct_89	pct_90	pct_91	pct_92	pct_93	pct_94	pct_95	pct_96	pct_97	pct_98	pct_99
-1.6609431549307663	-1.6572865038201423	-1.6395999286205465	-1.6359687757942207	-1.5467716561856453	-1.5401928922754802	-1.529129720369198	-1.5282575921033101	-1.527865498831654	-1.5274543554901945	-1.5253302622151226	-1.5221276261745327	-1.5212644531573944	-1.520390966492791	-1.5198900931725514	-1.519764048095799	-1.5196355069683714	-1.519362466337093	-1.518758841281664	-1.5182105145977767	-1.5179175079295242	-1.517304654035403	-1.5170826079193565	-1.5170310073373579	-1.5166255643471918	-1.5163128315195735	-1.5162416868628803	-1.5161794814375096	-1.515431245128235	-1.5151311786886656	-1.5148250672633046	-1.5138471268394273	-1.5125796545174923	-1.5120839321901973	-1.5120208973746543	-1.5115110030146544	-1.5110821671873667	-1.510537527084547	-1.5102540547364196	-1.5090023351674045	-1.5078230597416449	-1.5074910661629235	-1.5073974254110356	-1.5062494284773733	-1.5052849177484962	-1.5036519903031484	-1.4932449710014792	-1.4833626766869972	-1.4798542414502154	-1.4770057542109098	-1.4754792698742898	-1.474630793173182	-1.4741453862348408	-1.4726296108608767	-1.4690636007190983	-1.4667839550649913	-1.4650516515622938	-1.4620445137125748	-1.4588164855866117	-1.4541243904632104	-1.4509335838671629	-1.447223429189345	-1.4422660809537144	-1.440095617898535	-1.4392237984189356	-1.4364596740157738	-1.429940136442809	-1.4089088369778762	-1.3695049808737998	-1.353758947108019	-1.3233515831954488	-1.3223924955032653	-1.3222268495851388	-1.3219537342665306	-1.3216762047511352	-1.320251048811252	-1.317655405160155	-1.3159422071415825	-1.3155370526621908	-1.3150477711006276	-1.314407350506556	-1.3143161820002935	-1.3140150878764254	-1.313473410633944	-1.313204072028008	-1.3128004677629013	-1.3121731442894644	-1.3119042446652966	-1.3097082756062215	-1.303101492314424	-1.3019810064307566	-1.3017568401122381	-1.3008524576716276	-1.2987668489823696	-1.2967646733425433	-1.2941950676291376	-1.2877924492098345	-1.1925792146830956	-1.188431871089851
-1.639952384584482	-1.6227391063263563	-1.6132515770534461	-1.6070600364740757	-1.5073476071688536	-1.4997170229918984	-1.4981603369606988	-1.4970202547705147	-1.4953608141514723	-1.495187377183596	-1.4941906425590734	-1.4939600005514388	-1.4928245328672096	-1.4923901640126853	-1.4913584226933734	-1.4909192165339145	-1.4901181988400007	-1.4898603658226919	-1.489450998765325	-1.48837326010579	-1.4881237648271184	-1.4880468916943945	-1.4874752718380808	-1.4869647259061596	-1.4863889881496453	-1.4861507672673344	-1.4856620383578054	-1.4849574827836738	-1.484581022606803	-1.4843641929876863	-1.4835731944259132	-1.4821731574857784	-1.481115300220224	-1.4808396146728051	-1.4804667678024626	-1.4781466513194155	-1.4768507338920436	-1.4760534985118967	-1.4755573591659013	-1.474733267203822	-1.472965677860204	-1.47052753290569	-1.4693626060246292	-1.4692271544950621	-1.4691081744522783	-1.465781845301608	-1.4629483004360784	-1.4627809868838897	-1.4601830486413723	-1.4563886359247258	-1.454695610552925	-1.4525676773595622	-1.4499835360297597	-1.4493303312907433	-1.4485029600968586	-1.4440618989044784	-1.437803512417757	-1.4344655335239629	-1.4320180015743054	-1.429600740062798	-1.426779361443704	-1.421866649623602	-1.4185382030330997	-1.4155818930824815	-1.4096103567918048	-1.4021741932965268	-1.3934904317310977	-1.3817125360058489	-1.345178140107487	-1.317707628716162	-1.3136158325816	-1.3074281333108349	-1.2999837259499805	-1.2979681130687006	-1.2969658111165738	-1.2952780340617387	-1.2950686660087802	-1.29422671547976	-1.2928172702224852	-1.2925731214203002	-1.2922746915779189	-1.2918943800952694	-1.290837189981122	-1.2861761647553875	-1.2845847535580017	-1.2842320785369004	-1.2835849933639116	-1.282806057915397	-1.2817798616303784	-1.279025691530695	-1.278045407242678	-1.2767525094256456	-1.2758144691994944	-1.275403998366985	-1.2733277747153633	-1.2714936457764972	-1.2666721034389792	-1.1580989673179747	-1.1551402244796927
-1.5717201561530703	-1.5670084173439598	-1.5592808311175057	-1.5581610934799806	-1.4673387037110326	-1.461045837971962	-1.4597560154593292	-1.4593603907122192	-1.458217471127037	-1.456903553376776	-1.4566256278019694	-1.4562774496315511	-1.4557851823312995	-1.455565189941812	-1.4552200630478085	-1.4527047524216328	-1.4517760885087407	-1.4514783852541244	-1.4509815763045144	-1.4501629700692036	-1.4498082751469863	-1.4497438722104181	-1.4496915124019052	-1.44964323019318	-1.448975647065828	-1.4485581226561042	-1.4477804904429008	-1.4463902354098341	-1.4453089423327627	-1.4446861702562475	-1.4439557488791446	-1.4429473617898083	-1.4423919284499793	-1.4415812135117083	-1.4387730827707197	-1.4369417601581882	-1.436373198660576	-1.435703765370239	-1.4349502800502465	-1.434526373064878	-1.4338335266178652	-1.432780834158332	-1.4318880509720975	-1.4309331224627633	-1.4297266761005252	-1.4265977907057816	-1.4217810857984654	-1.4163694327707563	-1.4111345506818074	-1.4070173549167353	-1.4045137662970235	-1.4033056627996918	-1.401168033230631	-1.3987048711308538	-1.397840626530131	-1.3969390377451811	-1.3949849301917434	-1.3934719941002591	-1.3911817470384538	-1.3875966332512222	-1.386523354616287	-1.3857535934779395	-1.3843119380375373	-1.382127587289665	-1.3775994091022363	-1.3721815149303618	-1.3626746365083517	-1.340295910226276	-1.3015224512785402	-1.2781516817499359	-1.2598800940083414	-1.2586425234557097	-1.2581235831778825	-1.2567803891050313	-1.2527877693571103	-1.250099109531505	-1.2459903670900214	-1.245147715238301	-1.2447629367603996	-1.243424700814566	-1.2421691229048342	-1.2415608038333765	-1.2399271708445627	-1.2390396800020715	-1.2389846891886043	-1.2386055832565637	-1.2379507082614858	-1.2364284269372539	-1.2344165397538538	-1.234208651823219	-1.2334057652350232	-1.2330584078925229	-1.2315217315569653	-1.2281617482547866	-1.2273710092101195	-1.2272013715439531	-1.2224595267347094	-1.1239338060087918	-1.115850906670528
-1.4452342492901245	-1.4412250381403524	-1.4283014136750012	-1.4142841762346048	-1.3721231268719236	-1.366816293302734	-1.3633175421704864	-1.3622696530600382	-1.361837323081883	-1.3614958270312494	-1.361418379479019	-1.3593806874764933	-1.3582496343497004	-1.3576752661784623	-1.3570560377675414	-1.355499976501106	-1.3549527427171344	-1.3543109341409008	-1.3537785891037457	-1.3536163907644079	-1.3531716608319655	-1.3524019581779918	-1.3511803544661045	-1.3500803280500493	-1.3476570951570763	-1.3466181906250152	-1.3450474122215186	-1.3440789609152966	-1.3433556485624376	-1.3424431292795829	-1.3402470644264586	-1.3382144323140392	-1.3366779443511758	-1.335585878935518	-1.3326279802939671	-1.3308892364985725	-1.3302408371028103	-1.329179692655587	-1.3286745717115582	-1.3285599854550525	-1.328430431716451	-1.3276492123245607	-1.3262343619106673	-1.3221529539582737	-1.3192076943581161	-1.3160965859180709	-1.310123919966288	-1.3051088293500108	-1.300052066984007	-1.2964866159522728	-1.2960042678316581	-1.2956330282209811	-1.292664877624874	-1.2885857364543023	-1.2871852414714646	-1.2867579174711907	-1.2862414199822336	-1.2853572199260983	-1.2844146408596115	-1.2842944398895808	-1.2834047930666053	-1.2819302011213147	-1.280087130925007	-1.2768895628822718	-1.2749841673686164	-1.272555231406395	-1.27042681931501	-1.240436396308335	-1.1786535129801865	-1.1717711019926873	-1.1558260788802146	-1.1533203072676799	-1.1505976597148284	-1.1498578872132958	-1.1479137761512688	-1.1467898491546353	-1.1463201194276371	-1.1449040204608643	-1.1435897800252584	-1.1427258525773487	-1.141129043316541	-1.140184987884017	-1.1375096371898885	-1.1373338208402664	-1.136371661187586	-1.135858599907191	-1.135552828589894	-1.1354871877504948	-1.1350745231272523	-1.1318269471861104	-1.1312440311420633	-1.1292910437363317	-1.128957784050928	-1.1281237731619886	-1.1220891111985314	-1.1217120709683988	-1.1141321577712702	-1.0234267076246812	-1.014457651149962
-1.3557697375643172	-1.3539423199631964	-1.3465827587466024	-1.3326318705478821	-1.310137275488478	-1.3088038523577108	-1.3058194067597495	-1.304193376285118	-1.3035336056886315	-1.3020057905723965	-1.301470407628147	-1.3006056671843376	-1.299883531414655	-1.2992961050441463	-1.2983301755493675	-1.2980714419891157	-1.2978942349938591	-1.2975349863155001	-1.2961118636596451	-1.2957650014582018	-1.295139226375488	-1.2948659572711891	-1.2947722465041782	-1.2944827960413685	-1.2922534353449584	-1.2911627565274877	-1.2897139772104724	-1.2881252231150901	-1.286955219945671	-1.2837511675659896	-1.2793383661945443	-1.2719024474473988	-1.2686223642557595	-1.267463325219353	-1.2667694261421414	-1.266313739645433	-1.262708298296767	-1.2600931897776602	-1.2591689844442762	-1.2577686066986862	-1.2568793782323178	-1.2551012553791183	-1.25390364160835	-1.2526387824797092	-1.2505078645966599	-1.2486672765691478	-1.2464869434468264	-1.243561533638142	-1.24192516842132	-1.2397642221849385	-1.2376302566654862	-1.2374478978062218	-1.2369555161963615	-1.2356789492435318	-1.2342673613928974	-1.2332172796086933	-1.2323219047066003	-1.2318995505037127	-1.2305145676855531	-1.2271645125747968	-1.223435968228707	-1.2210393512425792	-1.219606230458985	-1.217212100354143	-1.2136249156467407	-1.2129867974973663	-1.20623550304046	-1.17610393596447	-1.126260410829053	-1.0974758996780936	-1.0958190168974111	-1.0947246861278535	-1.0945907824935888	-1.0942289370274754	-1.0934117633234373	-1.0920793456666178	-1.0896773031973939	-1.08813463745522	-1.0872246711173468	-1.0863000983096391	-1.0849154810871389	-1.0847554223113474	-1.0845298973104582	-1.0839212998503382	-1.083398627792698	-1.0830840146059595	-1.0823216508044808	-1.0808518940320426	-1.0798220605819289	-1.0753496743696618	-1.0751700091665168	-1.0748787970787819	-1.0740996668853906	-1.0731310881909475	-1.0719561038923324	-1.0663683090609517	-1.0578815091274336	-0.9777382569655126	-0.9645006940244715
-1.304838152101828	-1.3043547219066738	-1.2961694513497006	-1.2686912564891328	-1.2657247919863899	-1.2637703404022727	-1.2609749034467779	-1.2601091865857166	-1.2597313809891517	-1.2591680090731439	-1.2578807698483199	-1.2552244453421857	-1.2542706233142025	-1.252773128034199	-1.2514377149190679	-1.2502002614841796	-1.2494342135331822	-1.2487537225772076	-1.2485758895716261	-1.2468002970826093	-1.245447076844617	-1.2450475561867669	-1.243227825298136	-1.2421723350794758	-1.2414840562317773	-1.239760384095951	-1.2390692942583936	-1.2359171597177168	-1.2346421264529888	-1.234320781651432	-1.2291614828153865	-1.2211732264702122	-1.2131405634901302	-1.2093177674111482	-1.2079580619489445	-1.203437396912734	-1.2004987712317217	-1.1996940541993448	-1.1990874570420278	-1.1978092212470592	-1.1952047422147445	-1.1938706390967309	-1.193574622261971	-1.192618942130492	-1.191915582381328	-1.1911015678674057	-1.1890428504609003	-1.1873357983404105	-1.186343826638462	-1.1853751675860416	-1.1845978161516337	-1.1838410620713196	-1.1834048509044774	-1.1812875434819254	-1.178260372632493	-1.1774128859964432	-1.1770510906440657	-1.1747505766054458	-1.1717620526108625	-1.1712544407298968	-1.1706739950190646	-1.1695377009225396	-1.1681490958233982	-1.1650852991465674	-1.1607506824306015	-1.1573377580829127	-1.1436773136817995	-1.1121286700232658	-1.0728110926600414	-1.05839721053327	-1.0469200707409785	-1.0374499204964756	-1.036641129870868	-1.0355899023374826	-1.0330011205433736	-1.032697310542434	-1.0318930270109636	-1.0316318613132849	-1.031424961595328	-1.030737340062624	-1.030500325887749	-1.0299815544911577	-1.0285605004295943	-1.0273262010590327	-1.0245394210800784	-1.0238774885607544	-1.0230892112003032	-1.0228824357170718	-1.022134209979029	-1.0203985619570166	-1.0196495535892032	-1.019025496070544	-1.018813845942973	-1.0178850134775128	-1.0173090584144144	-1.0143690958196765	-1.0072011676618713	-0.9044752804732171	-0.9016504510708908
-1.2177510834254408	-1.2080787735687097	-1.207760859109891	-1.2075308801011368	-1.2043336238594384	-1.2027901540622097	-1.2019072527529597	-1.2012804154037462	-1.200785892150344	-1.1977880985059954	-1.197257155993507	-1.1972169508012929	-1.195375666966964	-1.194699700399395	-1.1938143467883946	-1.1930005025631447	-1.1920166826202914	-1.191399888307701	-1.1908317195186247	-1.1906155049035265	-1.189258088826002	-1.1881370228660972	-1.187638762989988	-1.1868974699433452	-1.18577390992637	-1.1852179286436062	-1.1847291393599066	-1.1844385473678305	-1.1827357412964432	-1.181314370069666	-1.1783571672033095	-1.1552061944248269	-1.144474786087086	-1.1440297042373666	-1.1421998689315125	-1.1391329922631095	-1.1375798022867551	-1.136833652051996	-1.135178842802915	-1.1331445842346304	-1.131679154602116	-1.131211851790163	-1.130521501280441	-1.1299709013311887	-1.1298307181062153	-1.128503705749929	-1.1262393910500736	-1.1249398179794308	-1.1231437483205338	-1.1216016832889124	-1.1213971361044552	-1.120841148449354	-1.1199454302457967	-1.1190501481927748	-1.11861224527488	-1.1181582009967115	-1.117634149525041	-1.1166461576237354	-1.1148452681153547	-1.1132721008676916	-1.1115513628005025	-1.109129874655353	-1.1037216400846277	-1.0985605786706663	-1.0970743662064635	-1.095582839496067	-1.0836160415330929	-1.0488728292795166	-1.0105249688021178	-0.9893703648449073	-0.984111720533318	-0.9822937884830146	-0.9783920167960646	-0.9779754875197917	-0.9773323281685309	-0.9764426381692894	-0.9751975877810785	-0.9744121255812921	-0.9719492504281451	-0.9697304053339272	-0.9686749240578678	-0.9678849816917684	-0.9660101059961236	-0.9656280695496358	-0.9647684371166941	-0.963720638408499	-0.9626030510105401	-0.961319539896529	-0.9590321726886122	-0.9574715992285915	-0.9572822918419944	-0.9567344459340158	-0.9548903789536055	-0.9525463583391035	-0.9519914579491089	-0.9500573787706109	-0.942074439513806	-0.8541068904857996	-0.8520195334864457
-1.1348368311237202	-1.133202160083467	-1.1321867504656777	-1.1313542742001337	-1.1297923390745512	-1.1287164942640482	-1.1285335569561343	-1.1281901874345055	-1.1273919903469263	-1.1271228327619833	-1.126821416301499	-1.1257815672003293	-1.125360296114666	-1.1251470995334978	-1.1246160172286552	-1.1230220867458214	-1.1226280363778327	-1.1224896358937826	-1.1213741663808638	-1.1208846403316315	-1.1207091049218245	-1.1205374891490616	-1.1201888037551615	-1.119683696193323	-1.1179765629934124	-1.1156007187962869	-1.1147824867944787	-1.111619275794891	-1.1103901661218978	-1.1066934758213416	-1.093636616976546	-1.0864236721550948	-1.082757391869767	-1.0720903264408965	-1.0671786451555685	-1.0654611649322856	-1.062987831261945	-1.0617262359142625	-1.0600259382107577	-1.058592757202564	-1.0582141489207586	-1.0575199315687815	-1.0557052027293865	-1.054483617504564	-1.0542215929174779	-1.0535833188049808	-1.0529099055038218	-1.052599254214483	-1.050911014692462	-1.048697270915418	-1.0475337181771778	-1.0466470614974444	-1.0459536103555827	-1.0456652448101913	-1.045556593019853	-1.0449831412468158	-1.0428312791945764	-1.0406781992499596	-1.0381733964959414	-1.0345942500084204	-1.034227816627003	-1.0333871313548102	-1.0316544917952752	-1.0299790915843252	-1.0291765244594586	-1.025061328391875	-1.013141695409129	-0.9824750201761834	-0.9331922081482624	-0.9226335495709757	-0.9129443448087504	-0.9101016060868409	-0.9090995585498794	-0.9085087111944328	-0.9072811289253961	-0.9062883087818994	-0.9055449084809669	-0.9051989635466345	-0.9047333206498362	-0.9039266406511789	-0.9034220432033044	-0.902379058178783	-0.9005302868448684	-0.899930117102478	-0.8986829248765612	-0.8974133643302463	-0.8950386076986742	-0.8934793827334981	-0.8932255129097516	-0.8926747483617306	-0.8920053343685371	-0.8911757836679078	-0.889369926789352	-0.886685557298865	-0.8852947939460102	-0.8852099748940709	-0.88260062588125	-0.8092175715824705	-0.8063974756090124
-1.0708867494577834	-1.0617303037245014	-1.0615051313255253	-1.0612611760667443	-1.0568755575946827	-1.0564902495118298	-1.0559920664577964	-1.0549287223052985	-1.0540174634663597	-1.0539126836239117	-1.0523418260932493	-1.0519661625411338	-1.0496626166408727	-1.0491450244728764	-1.0489928815569902	-1.0480159725624796	-1.047460613576004	-1.0464871313177848	-1.0459824422262178	-1.0453541182806163	-1.045189980574818	-1.0448779122424054	-1.0427539199713898	-1.0418203709853977	-1.04099382483412	-1.0403371776190686	-1.0381104513448625	-1.0369531204370004	-1.0360548687363966	-1.034706944818372	-1.030460868915797	-1.016347149166743	-1.009144203159623	-1.0040734787710128	-0.9997780396739209	-0.9982158778059724	-0.991660474210806	-0.9870599578997783	-0.9854937797332458	-0.9843271880077364	-0.9839727073038856	-0.9825584775055543	-0.980822946752562	-0.9799841037413332	-0.9791239322652145	-0.9772852542740209	-0.9758735100410837	-0.9751610664808772	-0.9737955518892568	-0.9725518724359841	-0.971919815568257	-0.9713863253540077	-0.9707968756690333	-0.9698442556914514	-0.9688573598816882	-0.967950365082174	-0.96695579116741	-0.9660221782272146	-0.9650033740089309	-0.9623164536919474	-0.9590080139674112	-0.9575824597212784	-0.9552210715716944	-0.9551272162893606	-0.9548088569836286	-0.9490356353508803	-0.9372055977387641	-0.9226987619706651	-0.8811354708569361	-0.8405785873343619	-0.8390553239145603	-0.8358398247590842	-0.8340365766653225	-0.8334390554473413	-0.8326804443439264	-0.832273892617832	-0.832139210293964	-0.8316693945834778	-0.8307619867103455	-0.8288995625743127	-0.8266954137042403	-0.8258218506417587	-0.8256213600974884	-0.8250903099419404	-0.8244360118668523	-0.8228829379121643	-0.8217701689793109	-0.8205180575502359	-0.8203577691136498	-0.8201375403646258	-0.8182796388316586	-0.8180736940113515	-0.8174544067156355	-0.8167665412751167	-0.8162911517301191	-0.8138591027454934	-0.8101501464407703	-0.746937924403999	-0.7169878398220404
-0.9925746786075681	-0.9923147897354313	-0.9902614162190742	-0.9874374451657738	-0.9872216464666458	-0.9870724905142598	-0.9858164948300682	-0.9853722520641894	-0.9841481101280197	-0.9837442167921543	-0.9832021467480404	-0.9826608479212815	-0.9822231490421864	-0.9820883007172159	-0.9808356435255211	-0.9792327422948423	-0.9776748636698579	-0.9749646654684878	-0.9733125730558374	-0.9729591265588146	-0.9727469106771229	-0.9711674439373543	-0.9695112386623085	-0.9690743624845304	-0.9690151547386576	-0.9650994679917605	-0.962893465244817	-0.96088575482384	-0.9554571560409757	-0.9534210621679187	-0.9528428563030534	-0.9490925389608124	-0.9442650015863117	-0.9399870514316441	-0.9317540136166967	-0.9276402381747596	-0.9226397818718518	-0.9175741101537076	-0.9154077518594363	-0.9131482023056244	-0.9112755133035038	-0.9089328418161365	-0.9058774518271099	-0.9034027360754359	-0.902156974899053	-0.9012789098898297	-0.8992939286278795	-0.8973879014387951	-0.8964747735672711	-0.8960710877303624	-0.8957519356446008	-0.8948346923334679	-0.8932458820662107	-0.8921028518456909	-0.8907632181514873	-0.8889928860527934	-0.8882050949114386	-0.887464458817568	-0.8859049574651894	-0.8841286754333484	-0.8833775690443102	-0.8819759703431461	-0.8810511188639628	-0.8808440929465224	-0.8801337679607496	-0.8730329969063637	-0.8599668508144236	-0.8439383169510893	-0.8022961304614703	-0.7741470340530782	-0.7714572060345315	-0.7666668300961708	-0.7656254877242104	-0.7650519430862776	-0.7633711058862982	-0.7625427548682782	-0.7617794585796076	-0.7609530145265214	-0.7602506781774594	-0.7596659929218792	-0.7583596452540992	-0.7578010114389264	-0.7571477034663677	-0.7554675358825788	-0.7550137043082812	-0.752686405359208	-0.7514021990391715	-0.7511999955358614	-0.7507911618793663	-0.7494220611423162	-0.7488537546530019	-0.7473691975626019	-0.7467287533055601	-0.7429226902321945	-0.7419870485130903	-0.7389015603344817	-0.7105326534818724	-0.6845041953447124	-0.675107046791277
